한자단어,빈도
之,6
歟,6
也,6
大臣,5
於,5
其,5
朕,4
而,4
和,3
曰,3
者,3
則,3
小臣,3
何以,3
大清,2
聖祖合,2
天弘運,2
文武,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
功德,2
大,2
成仁,2
皇帝,2
實錄,2
卷,2
等,2
天下,2
以,2
有所,2
不廉,2
皆,2
所,2
有,2
二百五十,1
康熙,1
五十一年,1
壬辰,1
夏,1
四月,1
癸丑,1
朔享,1
太廟,1
遣領,1
侍衛內,1
公阿靈,1
阿行禮,1
壬子,1
賜,1
舉人王,1
圖炳,1
十七,1
人一體,1
殿,1
試喀爾喀多羅貝,1
勒布,1
達扎卜,1
故遣,1
官致,1
祭,1
二百四十,1
九,1
甲寅,1
策試,1
貢士,1
卜俊民,1
太和殿,1
前制,1
臨,1
涖,1
五十,1
餘年,1
永惟,1
所以,1
仰答,1
上天,1
眷,1
祐,1
厚,1
下,1
愜,1
四海,1
望治之心,1
夙夜,1
孜孜,1
久,1
而彌惕,1
蓋大業,1
戒,1
鮮終,1
遠慮,1
謹,1
防微,1
故日,1
與,1
內外,1
諸臣,1
動色,1
咨儆欲,1
其以,1
公正,1
居心,1
恪慎者,1
守,1
職庶,1
幾賢路,1
鼓舞,1
日,1
開士習,1
觀型,1
而益,1
勵然,1
猶,1
未能,1
一德,1
同風,1
以臻斯道,1
故何,1
唐虞,1
之世皋,1
陶陳謨,1
同寅,1
協恭夫,1
協同者,1
豈,1
其朋黨,1
比,1
周之謂,1
無亦寅畏,1
恭敬,1
精白,1
無私,1
故能,1
偏黨,1
不生,1
衷共濟,1
記曰,1
法,1
廉然則,1
之表,1
吏,1
民生,1
不安,1
不法,1
今內,1
卿,1
貳,1
外而督撫,1
倚,1
為,1
心膂股肱,1
望,1
率屬,1
阜民者,1
使廉法,1
相承,1
永底,1
盛治,1
夫薦,1
賢受,1
上,1
賞蔽賢蒙,1
顯戮,1
古之道,1
國家,1
需人,1
惟,1
亟,1
故常,1
命,1
九卿,1
廷,1
推督撫,1
保舉期,1
得,1
人材,1
以裨實,1
用,1
或,1
借此,1
以援,1
私交,1
徇請,1
託,1
將,1
稱,1
寤寐,1
求賢之心,1
然則,1
古,1
人事,1
君之義何,1
道,1
操,1
書,1
學古入,1
官議,1
事,1
以制,1
故士,1
不學則,1
無以,1
居官,1
學,1
不正,1
則無,1
以致,1
用夫六經,1
四書,1
濂,1
洛關,1
閩學,1
正者,1
歷稽,1
往代,1
莫不,1
崇尚,1
經術,1
興數,1
百年,1
太平,1
之基,1
今士行,1
猶未,1
盡,1
修士,1
業猶未,1
盡醇,1
其將,1
養育,1
陶成紹,1
休聖緒,1
夫國家,1
誠正,1
之臣則,1
百僚,1
師師,1
官方,1
互飭,1
學校,1
端粹,1
品則,1
多士濟濟,1
而賢俊並,1
登爾多士,1
養成,1
庠序,1
出而,1
宣力,1
國家者,1
各抒,1
蘊以,1
著,1
篇,1
將親覽,1
焉,1
위기,0
