한자단어,빈도
等,6
上詣,3
皇太后,3
及,3
文武,2
諸王,2
貝勒貝子,2
大臣,2
大學士,2
李,2
宮,2
厄魯特,2
節婦,2
大清,1
聖祖合,1
天弘運,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
之,1
二百,1
十九,1
康熙,1
四十四年,1
乙酉,1
春,1
正月,1
丙申,1
朔,1
堂子,1
行禮,1
回宮,1
拜神,1
畢率,1
公內,1
侍衛等詣,1
宮行禮,1
陞,1
殿,1
王,1
以下,1
各官外,1
藩王,1
使臣,1
上表,1
朝賀,1
停止,1
筵宴,1
朝鮮國王,1
焞,1
遣,1
陪臣,1
頤命,1
表賀,1
冬至,1
元旦,1
萬壽節,1
進歲,1
貢禮物,1
宴賚如例,1
乙未,1
問安賜,1
朝正,1
外藩,1
烏朱穆,1
秦喀喇沁,1
科爾沁,1
翁牛特,1
蒿齊,1
忒,1
杜爾伯,1
特喀爾,1
喀,1
鄂爾,1
多斯,1
阿霸,1
垓,1
巴林,1
公,1
台吉,1
內,1
侍衛,1
宴,1
旌表,1
八旗,1
滿洲,1
妻德氏,1
二十三,1
人,1
直隸,1
各省,1
嵇永仁,1
妻楊氏,1
六十二,1
人貞女,1
汪氏,1
一人,1
孝子,1
傅士,1
瑄,1
戴,1
晏,1
戴果,1
三人,1
各給,1
銀建坊,1
如例,1
戊戌,1
問安,1
위기,0
