한자단어,빈도
等,5
之,4
有,3
皇后,2
不,2
所,2
水草,2
得,2
吏部,2
冬,1
十月,1
甲子,1
朔享,1
太廟,1
遣領,1
侍衛內,1
大臣,1
索額,1
圖行,1
禮遣,1
官,1
祭,1
永陵,1
福陵,1
昭陵,1
暫安奉,1
殿,1
孝陵仁,1
孝,1
孝昭,1
陵,1
頒,1
康熙,1
二十九年,1
時憲,1
曆,1
琉球,1
國,1
中山王,1
尚貞遣,1
陪臣,1
毛起,1
龍,1
進,1
貢賞,1
賚,1
如例,1
癸亥,1
前鋒統,1
領查,1
喇克圖,1
以行圍,1
時約束,1
嚴革職,1
兵部,1
尚書紀爾,1
他布,1
疏言臣,1
奉命,1
往查,1
汛界,1
內蘇,1
尼特,1
地方,1
駐,1
喀爾喀汗濟農,1
台吉,1
遊牧之處,1
俱佳,1
其內,1
地,1
蒙古,1
亦,1
至,1
匱乏,1
惟偷,1
竊小盜,1
或,1
時,1
旨,1
竊,1
盜時,1
皆,1
本管,1
人員怠,1
玩,1
所致,1
著爾部,1
嚴行,1
禁約,1
以,1
和,1
碩額,1
駙穆赫,1
遴為,1
正,1
白旗,1
漢軍都統,1
乙丑,1
內閣,1
學士,1
兼禮部,1
侍郎,1
拜禮,1
以病,1
乞假,1
允,1
議覆,1
刑科,1
給事,1
中,1
陳,1
世安疏,1
言,1
文選考,1
功二司,1
向,1
調取,1
才能,1
之例,1
夫選句,1
之升,1
選有,1
俸冊,1
可,1
憑,1
功司,1
處分,1
有則例,1
可考,1
但,1
老成,1
廉靜,1
之人查,1
冊籍,1
奉行,1
足矣,1
請嗣後兩司,1
缺,1
出止,1
依俸次,1
陞,1
補若,1
老,1
邁庸劣,1
不時,1
參處,1
應,1
如,1
請,1
從,1
위기,0
