한자단어,빈도
等,5
查明,4
藩,4
喇嘛,4
者,3
農為,3
應否,3
蒙古,3
修築,2
俟,2
不,2
一,2
尚之信,2
所有,2
下,2
歸,2
百姓,2
得,2
矣,2
所,2
應斷,2
出者,2
其,2
諭,2
具奏,2
閏,1
八月,1
丁亥,1
朔,1
九卿,1
議覆,1
河道,1
總督,1
靳輔,1
疏,1
報山陽,1
清河,1
五縣,1
河水,1
衝決,1
隄岸,1
請,1
將臣,1
嚴加,1
處分,1
應令,1
靳輔將,1
河隄,1
決口,1
即行,1
工竣,1
之,1
日遣,1
大臣,1
往閱,1
如,1
堅固,1
另行,1
議處,1
從,1
之免,1
山東,1
嘉祥,1
縣本,1
年,1
分水,1
災額,1
賦十,1
之二,1
丙戌,1
秋分,1
夕,1
月,1
於,1
西郊,1
遣理,1
藩院,1
尚書,1
阿穆瑚瑯行,1
禮諭,1
侍郎,1
宜昌,1
阿等爾,1
所行,1
事宜,1
俱,1
各得當,1
甚為,1
嘉悅,1
朕,1
意所及,1
數事,1
特行,1
密諭,1
雖經,1
犯法,1
伊等,1
妻子,1
不可,1
令卑賤,1
小人,1
凌辱,1
應,1
嚴禁遣,1
人護,1
送來京,1
一廣東,1
大市,1
小市,1
之利經,1
諸人,1
霸占,1
無算,1
可會同,1
巡撫,1
詳察應,1
題明,1
仍,1
則廣東,1
人民,1
沾,1
無窮,1
之惠,1
一聞,1
所屬,1
私市,1
私稅,1
每歲,1
獲銀,1
兩,1
不下,1
數百萬當,1
盡,1
充國賦,1
以濟,1
軍,1
需一,1
各省,1
商販人,1
欲,1
藉,1
下行,1
勢,1
投入,1
甚多皆須,1
即,1
行斷,1
出,1
宜盡行,1
遣,1
發來,1
京勿致,1
逃亡,1
隱漏,1
貲,1
財用,1
充軍餉,1
已有,1
旨務須,1
詳行,1
稽查,1
毋致,1
有,1
遺漏,1
侵,1
剋,1
弊,1
戊子,1
理藩,1
院題,1
喀爾喀進,1
貢前,1
俱以,1
車臣濟,1
首今,1
扎薩克圖,1
汗,1
將車,1
臣濟,1
農革去,1
以額爾德尼濟,1
首進,1
貢而達賴,1
所給,1
文內,1
又,1
並無額爾德尼濟,1
首字,1
樣已,1
令來,1
使,1
另奏,1
貢之物,1
收納,1
到,1
日,1
再議,1
旨,1
外藩,1
頭目,1
進貢,1
其物,1
收納理,1
應即,1
行議定,1
何必,1
據達賴,1
文之有,1
無若,1
必據,1
此,1
為,1
証,1
似,1
在,1
我,1
疆,1
內,1
之外,1
悉,1
惟達賴,1
之言,1
是,1
聽,1
以,1
後,1
進物,1
收納著,1
該,1
衙門,1
即定議,1
不必,1
以達賴,1
之文為,1
據,1
위기,0
