한자단어,빈도
允,6
之,5
等,3
禔,3
殺,3
人,3
其,3
大臣,2
曰,2
於,2
內,2
所,2
與,2
禵,2
及,2
一半,2
給與,2
朕,2
亦,2
行事,2
之事,2
十一月,1
癸酉,1
朔諭,1
領侍衛內,1
著,1
革,1
去,1
王爵,1
即,1
幽禁,1
其府,1
凡,1
上,1
三旗,1
分佐領,1
可,1
盡徹,1
回給,1
將鑲,1
藍旗,1
分佐,1
領給,1
弘玉其,1
包衣,1
佐領,1
渾,1
託,1
和,1
人口,1
均分,1
以,1
弘玉,1
壬申,1
諭領,1
侍衛內,1
侍衛,1
大,1
阿哥,1
素行,1
不端,1
氣質,1
暴戾,1
嘗,1
對眾,1
屢,1
加切,1
責爾,1
俱悉,1
聞,1
九月初,1
四日,1
諭旨,1
曾决,1
絕言,1
今,1
一查,1
問其,1
厭咒,1
親弟,1
盡,1
皆,1
顯露,1
所遣,1
俱,1
已,1
自縊,1
母惠妃,1
奏,1
稱,1
不孝,1
請置,1
法,1
固,1
不忍,1
但,1
此人,1
斷,1
不肯,1
安靜,1
自守,1
必有,1
報,1
復,1
當派,1
人將,1
嚴,1
加,1
看守,1
略有,1
舉動,1
即令,1
奏聞,1
伊之身命,1
猶可多,1
延數載,1
比廢,1
皇太子,1
礽,1
更,1
甚斷,1
不,1
可以,1
輕縱,1
也,1
丙子,1
予故,1
禮部,1
侍郎,1
仍管,1
國子監,1
祭酒,1
事孫岳,1
頒,1
祭葬,1
如例,1
위기,0
