한자단어,빈도
等,8
之,6
都,5
盛京,4
副,3
至,3
有,2
者,2
於,2
糶,2
又,2
亦,2
兵部,2
大臣,2
從,2
根敦,2
行裝,2
已,2
即,2
提督,2
六月,1
辛卯,1
朔,1
庚寅,1
上幸,1
暢春園,1
諭,1
大學士,1
統齊蘭布,1
自,1
還奏言,1
今歲,1
亢旱,1
麥禾,1
不成,1
米,1
價翔貴,1
雖市,1
鬻,1
粟,1
而,1
窮,1
兵力,1
不能,1
糴,1
遂,1
致,1
重困,1
根本,1
之地,1
可令,1
侍郎,1
朱都,1
納學士,1
嵩祝,1
馳,1
驛,1
迅往,1
會同,1
將軍副,1
統諸臣,1
詳察窮乏,1
去,1
歲,1
海運米,1
二萬石,1
中動支,1
一萬石,1
計會散,1
給令,1
可食,1
秋成,1
餘一萬石,1
平價,1
兵民均,1
裨益,1
諸地,1
有告,1
糧乏,1
遣,1
城守尉,1
部員賢,1
能者,1
賑給,1
如二萬石,1
不足,1
散給,1
發,1
其速,1
以聞,1
陞,1
內閣,1
學士,1
李,1
柟,1
為,1
工部,1
右侍郎,1
甲午,1
疏,1
參右,1
衛將,1
軍希福,1
不收,1
八旗,1
撥,1
送馬匹,1
以致,1
虛費,1
錢,1
糧希福,1
應革,1
職護,1
軍統,1
領札木素,1
內,1
護軍統領,1
四格,1
統方額,1
馬,1
錫,1
張素儀,1
吳興祚,1
俱,1
降三級,1
調用,1
喀爾喀貝勒,1
戴青探,1
報噶爾丹,1
扎布,1
堪河,1
阿,1
喇,1
布坦,1
敖拉,1
海上,1
諭理,1
藩,1
院所,1
報,1
雖,1
無,1
實據,1
應,1
行文,1
與,1
歸化城,1
黑龍江,1
兩將,1
軍知,1
再,1
檄喀爾,1
喀,1
諸扎薩克凡,1
戴,1
青經行,1
地事遇,1
緊要,1
以馬匹,1
支應,1
毋誤,1
諭領,1
侍衛內,1
蘇爾達,1
聞噶爾丹將,1
嘉峪關,1
外過,1
哈密,1
之南昆,1
倫及,1
額濟內,1
河往,1
投達賴,1
喇嘛,1
應遣,1
幹員往,1
探,1
若果,1
噶爾丹,1
此,1
取道,1
此機斷,1
不可,1
失應,1
即行,1
剿滅,1
著,1
統,1
阿南,1
達作速,1
前往,1
會,1
同將,1
軍博霽,1
孫思克,1
李林隆,1
公議確,1
探擇,1
便,1
以,1
行李,1
林隆,1
可選,1
標兵,1
一二百名,1
速往,1
甘州,1
商酌,1
行事,1
檄將,1
軍,1
知,1
위기,0
