한자단어,빈도
之,5
從,4
按察使,3
請,3
又,3
被,3
十字,3
康熙,2
都,2
吏部,2
議覆,2
浙江,2
總督,2
各處,2
乍浦,2
隻,2
所,2
阿思哈,2
尼哈番,2
沛縣,2
微山湖,2
荊,2
山口,2
河一帶,2
水淹,2
河,2
民田,2
徐家,2
堤,2
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
二百八十,1
五十七年,1
戊戌,1
秋,1
七月,1
戊申,1
朔享,1
太廟,1
遣,1
統,1
宗室,1
延信,1
行禮,1
丁未,1
以原,1
任江蘇,1
焦映,1
漢為,1
廣西,1
司,1
福建,1
覺羅滿,1
保疏言,1
沿海,1
口岸,1
各派,1
弁,1
兵,1
防守,1
撥,1
文官,1
查驗,1
獨,1
嘉興府屬,1
地方,1
為,1
商漁船,1
聚泊,1
之區,1
雖設,1
有守備,1
千總而文,1
職止,1
一,1
巡檢,1
不足以,1
資彈,1
壓請,1
移嘉興府,1
同知,1
駐,1
劄,1
協同,1
武職,1
盤驗,1
船,1
嚴,1
拏,1
奸匪,1
應如,1
杭州,1
副,1
統白道,1
隆以,1
病,1
乞,1
休允,1
庚戌,1
題,1
一等,1
一拖,1
沙喇哈番,1
佟維藩,1
故應銷,1
去,1
恩詔,1
所得,1
三拖沙,1
喇哈番,1
餘,1
三等,1
以,1
其子,1
佟桂承襲,1
工部,1
河道,1
趙,1
世顯,1
疏言臣,1
等,1
遵旨,1
察勘,1
歷年,1
水,1
情由,1
蓋山,1
東金,1
鄉魚,1
臺,1
二縣,1
之水,1
由沛縣,1
之昭陽,1
湖歷,1
出貓兒,1
窩,1
流入,1
運河,1
近因,1
年,1
久,1
淤墊,1
兼加,1
雨水,1
渟,1
積,1
以致,1
低窪,1
田地,1
沒應將,1
沙,1
淤之處,1
循舊,1
形酌,1
濬深,1
通,1
俾,1
水暢,1
流下,1
注,1
不致,1
淹漫,1
於,1
之上,1
建築,1
草壩,1
一座,1
若,1
遇運,1
河水,1
淺,1
即令,1
堵塞,1
俾水,1
全歸,1
出,1
湖口,1
閘以濟,1
漕運則,1
漕運,1
兩有,1
裨益,1
詢據,1
土人,1
云沛田疊,1
總因,1
東省,1
運,1
河南岸,1
營房,1
一帶,1
工單,1
薄,1
每遇,1
山水,1
大漲,1
下注,1
沛湖,1
令山東,1
巡撫將,1
營一帶,1
工幫築,1
寬厚,1
以利,1
民生,1
均,1
應,1
如,1
之免,1
江南,1
五十六年,1
分水,1
災額,1
賦有,1
差,1
위기,0
