한자단어,빈도
等,4
提督,3
復,3
賊,3
古塔,2
見,2
駐,2
九江,2
貴州,2
總兵,2
為,2
軍,2
吉安,2
恢,2
以,2
官兵,2
逆賊,2
大將,2
夏,1
四月,1
癸丑,1
朔享,1
太廟,1
上,1
親詣,1
行禮,1
上詣,1
太皇太后,1
宮,1
問安,1
壬子,1
陞,1
寧,1
協領席,1
山為寧,1
副,1
都,1
統以,1
趙,1
賴為,1
江西,1
吉撫,1
處,1
湖口,1
左路,1
官馬雲程,1
官諭揚,1
威大將,1
和,1
碩,1
簡親,1
王喇布,1
係,1
通廣東,1
要,1
路,1
宜速,1
乃,1
調綠旗,1
兵,1
辭,1
因循,1
日月,1
殊,1
悞,1
軍事,1
今,1
不必,1
俟,1
趙賴,1
即遣,1
哈爾哈齊,1
額楚,1
通粵道,1
甲寅,1
諭,1
兵部,1
吳三桂,1
死守,1
湖南,1
我師,1
不能,1
驟進,1
相持,1
日久頃,1
軍安親,1
王克,1
取萍,1
鄉直,1
偪,1
長,1
沙湖,1
南諸賊,1
震動順,1
承郡王,1
既,1
已,1
渡江,1
貝勒,1
尚善,1
遣舟,1
師敗,1
於,1
洞庭,1
又,1
據,1
報彝陵,1
之,1
相繼,1
沿江,1
而,1
下大將,1
軍切,1
臨賊境,1
深知,1
情形,1
宜乘,1
此逆賊,1
可破,1
之機,1
不時,1
偵探,1
以聞安塘,1
筆帖式,1
未能,1
探曉兵,1
事僅據,1
所聞來,1
報恐,1
不,1
詳確,1
朕,1
每,1
懷遠慮,1
且,1
調遣,1
尤難,1
遙度,1
其,1
各將,1
措置,1
機宜,1
及,1
所聞見,1
并,1
吳三桂見,1
在,1
何處,1
勢何,1
似悉,1
具奏聞,1
賑濟,1
河南,1
鄭州水,1
災,1
饑,1
民,1
위기,0
