한자단어,빈도
等,11
錢,6
有,6
蠲免,6
小民,5
所欠,4
糧,4
兵餉,4
福建,3
不,3
拖欠,3
者,3
兵丁,3
朕,3
直隸,2
各省,2
自順治,2
元年,2
至,2
七百,2
紬,2
絹,2
布,2
疋,2
作何,2
仍,2
汙,2
官吏,2
剋,2
官役,2
項,2
亦,2
欠,2
在,2
催,2
派,2
處,2
借端,2
以來,2
十五年,2
以前,2
俱著,2
復,2
從,2
重,2
治罪,2
効,2
餉,2
找給,2
俾,2
總督,2
李率泰,2
總兵,2
閏,1
六月,1
辛酉,1
朔以,1
興化,1
泉州,1
漳州,1
三郡,1
旱災,1
命督撫,1
加意,1
賑恤,1
庚申,1
諭戶部,1
衙門,1
各項,1
糧關,1
係,1
國計,1
民生,1
必徵輸,1
起解,1
歷年,1
清楚,1
然後國用,1
裨,1
軍,1
需,1
匱,1
無,1
催科,1
之擾,1
官員免,1
參罰,1
之累,1
向,1
因,1
十七年,1
銀共,1
二千,1
萬兩有,1
奇米,1
萬石,1
奇藥材,1
十九,1
萬,1
觔,1
奇,1
項九萬有,1
奇先,1
曾,1
旨,1
應,1
催徵,1
著議,1
政王,1
貝勒,1
大臣,1
九卿,1
科道,1
會議,1
具奏,1
今據,1
奏將,1
河南,1
湖廣,1
省,1
糧內,1
有議,1
催徵者,1
此,1
累年,1
積欠,1
豈,1
盡屬,1
之故,1
與,1
前者,1
假,1
託,1
催徵貪,1
科派,1
侵吞,1
入,1
已者,1
甚多此,1
皆,1
貪,1
侵,1
那移,1
撮,1
借運,1
糧官,1
侵漁解,1
自用,1
盜,1
賊,1
刦,1
奪,1
火,1
燒,1
水,1
溺,1
至此,1
而,1
追,1
徵之時,1
有將,1
人,1
繫,1
獄,1
實,1
民,1
雖,1
遇,1
恩,1
詔,1
未,1
得,1
盡,1
今,1
將此,1
項嚴,1
無故,1
徵見,1
任官,1
空受,1
分且,1
以此,1
撥給,1
缺額,1
無益况,1
不肖,1
嚴加,1
追比反,1
多派,1
甚憫,1
之,1
今將,1
銀米,1
藥材,1
糧悉,1
予,1
其先,1
經議,1
官員人,1
不議,1
外見,1
徵監禁,1
追比,1
各犯,1
之罪,1
寬釋,1
以後貪官,1
奸吏,1
若將,1
奉旨,1
款項,1
苛擾,1
徵加,1
征剿,1
守,1
禦,1
力備,1
極勞苦,1
惟,1
需糧,1
以,1
資生,1
計向,1
因新舊,1
兼,1
徵錢,1
完,1
以致,1
多壓,1
理應,1
但民欠,1
糧俱經,1
不必,1
給自順治,1
十六年,1
以後務,1
按期,1
支給,1
無內,1
顧之憂,1
乃,1
副,1
軍民一視,1
同仁,1
至意,1
如,1
前將,1
應給,1
兵,1
實給,1
發及,1
違禁侵,1
那用,1
弊,1
爾,1
通行,1
曉諭,1
咸知,1
意以,1
蒿,1
齊,1
忒,1
故多羅貝,1
勒古,1
木子,1
圖巴襲,1
爵,1
壬戌,1
加,1
致仕,1
候代,1
為,1
正,1
一品,1
命,1
都督,1
僉,1
事施福,1
隨水師,1
提督,1
施琅,1
標下,1
用,1
疏報,1
官,1
李長,1
榮,1
出洋,1
會剿,1
逆寇,1
張煌言擊敗,1
賊眾,1
五千,1
餘人,1
又,1
擒,1
偽,1
張賢,1
并,1
獲船,1
隻,1
器械,1
下部,1
察,1
敘,1
위기,0
