한자단어,빈도
圖,6
朕,6
之,5
為,4
侍郎,4
曰,4
陞,3
等,3
布彥,3
保舉,3
穢,3
以,3
亦,3
大臣,2
戶部,2
左侍郎,2
右侍郎,2
吏部,2
尚書,2
庫勒納,2
爾,2
可,2
上,2
効,2
如布彥,2
貪婪,2
糧,2
錢,2
奏銷,2
秋,1
七月,1
丁卯,1
朔享,1
太廟,1
遣領,1
侍衛內,1
公,1
舅舅,1
佟國維行禮,1
蔣,1
弘道,1
都察院,1
左,1
都御史,1
轉戶部,1
王士,1
正為,1
內閣,1
學士,1
王,1
掞,1
丙寅,1
大學士,1
覆奏,1
係,1
熊賜,1
履保舉,1
上問,1
與,1
同旗,1
同部,1
其人果,1
耶庫勒納,1
奏,1
品行,1
惡非,1
人,1
如是,1
何不,1
阻之爾為,1
尚書當,1
矢志,1
忠誠勉,1
力,1
惡舉,1
國共知,1
何得,1
聽,1
人妄行,1
免冠,1
謝罪,1
自古,1
漢人,1
結為,1
黨類,1
各,1
援引,1
同黨,1
之人以,1
欺其,1
上習,1
常滿洲,1
素樸,1
誠忠實,1
今觀,1
旗員,1
各自,1
結黨,1
其中,1
于,1
成龍,1
最為,1
強勝此,1
中,1
惟,1
尚書索諾,1
和,1
並無黨類,1
不來,1
往,1
之家愿,1
慤,1
安分,1
此外,1
孰無黨者,1
焉能,1
欺,1
因布彥,1
在,1
理藩院,1
時,1
塞外,1
力漸,1
至,1
不思圖,1
報,1
恩所行,1
惡,1
甚惡,1
之布彥,1
圖著革,1
去,1
仍授,1
理藩,1
院員外,1
主事,1
職服,1
勞以愧,1
之爾,1
不奮,1
勉以,1
副,1
任用,1
之恩,1
圖者,1
必加處,1
分斷,1
不,1
寬貸,1
也,1
戶部議,1
覆,1
漕運,1
總督王,1
樑,1
疏言,1
隨,1
漕輕,1
齎,1
行,1
月,1
項,1
因限隔,1
年,1
是,1
各州,1
縣衛,1
支解,1
不清,1
請照,1
地丁,1
糧例,1
於,1
本年,1
冬季,1
考成,1
杜徵新,1
補舊,1
弊應,1
如,1
所,1
請,1
從,1
戊辰,1
上詣,1
皇太后,1
宮,1
問安,1
위기,0
