한자단어,빈도
之,11
於,9
朕,7
曰,5
而,5
其,5
歟,4
或,4
大臣,3
等,3
矣,3
無,3
者,3
皆,3
也,3
所以,3
大清,2
聖祖合,2
天弘運,2
文武,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
和,2
功德,2
大,2
成仁,2
皇帝,2
實錄,2
卷,2
二百六十,2
侍衛內,2
由,2
天授,2
非,2
人力,2
即,2
所,2
敬慎,2
是,2
與,2
內外,2
一日,2
夫,2
道,2
何以,2
說,2
至,2
自為,2
焉,2
無以,2
三,1
康熙,1
五十四年,1
乙未,1
夏,1
四月,1
丙寅,1
朔日,1
食享,1
太廟,1
遣領,1
公阿靈,1
阿行禮,1
上詣,1
皇太后,1
宮,1
問安,1
乙丑,1
諭領,1
常,1
講論,1
天文地理,1
及,1
算法,1
聲律,1
之學爾,1
聞,1
之輒,1
奏,1
皇上,1
可及,1
如此,1
稱譽,1
躬轉,1
掩,1
卻,1
虛心,1
勤學處,1
爾,1
試思,1
雖古聖人,1
豈,1
有生,1
來,1
不能,1
凡事,1
俱由學習,1
成務學,1
必以,1
為,1
本,1
之學業,1
從,1
中得來,1
何得謂,1
賜,1
內廷,1
行走,1
舉人梅,1
瑴,1
成一體,1
殿試,1
二,1
丁卯,1
策試,1
天下,1
貢士,1
李錦等,1
太和殿,1
前制,1
誕膺,1
圖歷,1
仰承,1
天眷,1
寰宇,1
乂,1
安,1
五十,1
餘年,1
惟,1
夙夜,1
祗,1
懼,1
宵旰,1
不,1
遑,1
冀,1
庶績,1
咸熙,1
進斯民,1
仁壽之域,1
猶念大業,1
戒,1
鮮終,1
日,1
諸臣,1
動色,1
咨儆欲,1
以惕,1
厲者,1
居心,1
廉平者,1
盡職,1
庶多士,1
無奇,1
衺,1
之學,1
而疆宇,1
有,1
磐石之安,1
故,1
敕,1
幾圖治,1
未嘗,1
釋諸懷,1
自古,1
帝王,1
必謹,1
小慎,1
微克,1
終厥,1
德乃能,1
底,1
久安,1
長,1
治,1
庥,1
書,1
儆戒,1
無虞,1
又,1
無怠,1
無荒,1
以永保,1
天命,1
懋,1
登上,1
理今者,1
承,1
平日,1
久,1
朝野,1
保無有習,1
恬嬉以,1
疏略,1
而漸,1
幾叢,1
脞,1
乎,1
夫兢業,1
保泰,1
晏安,1
或致,1
隳,1
功,1
相,1
維持,1
警戒,1
益求致,1
治保,1
邦,1
宜若,1
副,1
意,1
記曰,1
法,1
小臣,1
廉周,1
官六計,1
弊吏,1
冠以,1
廉則,1
廉固,1
居官,1
首重,1
然廉,1
非緣飾,1
之具,1
綜核,1
近,1
煩,1
苛,1
膠滯,1
亦,1
鄰,1
偏,1
執非,1
表率,1
庶司,1
錫福兆民,1
茲,1
欲,1
大小,1
臣工,1
奉公,1
潔己,1
矯情,1
干譽,1
弊養,1
和平,1
惇,1
大之風,1
其道何,1
儒者,1
著書立,1
薈萃,1
群言,1
務期,1
闡明,1
大道,1
折衷,1
當古來,1
聖賢經,1
傳純粹,1
以,1
精先,1
儒論,1
著,1
疏通,1
易曉即,1
不立,1
注解,1
其義自明,1
逞,1
臆見,1
人,1
書家,1
假以,1
立名,1
用以,1
阿世使,1
聖賢,1
精意,1
反因,1
滋晦,1
芟,1
刈,1
繁雜,1
倡明,1
正學,1
揆,1
文奮,1
武國家,1
並重,1
故有,1
百年,1
不用,1
之兵,1
可弛,1
之備,1
古者,1
蒐,1
苗,1
獮,1
狩皆以,1
講武而克,1
詰,1
戎兵,1
在,1
庶獄,1
庶慎,1
之後今,1
雖六字,1
蕩,1
平戈甲永息,1
訓練,1
方可,1
遂,1
忽,1
不講,1
夫紀律,1
不明,1
則無以,1
申賞,1
罰,1
休養,1
不至則,1
協眾,1
心其,1
必綏輯,1
有方,1
恩威,1
並著然,1
後,1
將士,1
多,1
干城,1
寄,1
中外,1
享敉寧,1
之福,1
上下,1
交儆斯百爾砥潔,1
清,1
操,1
獳,1
生,1
識,1
義,1
宗,1
文教,1
覃敷國,1
威永振凡,1
治益求,1
治安,1
益圖安,1
保泰持盈,1
踰,1
此多士,1
留心,1
經濟久,1
詳著,1
篇,1
將親覽,1
위기,0
