한자단어,빈도
為,6
遣,2
經歷,2
鍾,2
縣,2
沙府,2
尚質,2
等,2
秋,1
七月,1
庚辰,1
朔享,1
太廟,1
都,1
統公賴護,1
行禮,1
陞,1
吏部,1
左侍郎,1
朱之弼,1
都察院,1
左,1
都御史,1
丁丑,1
贈湖,1
廣荊,1
州府,1
通判,1
張占,1
鰲,1
湖廣,1
按察使,1
司僉事,1
廕,1
一子入,1
監讀,1
書,1
贈安陸府,1
蔚之煥,1
祥縣,1
知縣,1
祥,1
丞,1
鮑瑞魁,1
安陸衛,1
沔陽州州,1
同,1
趙,1
一柱,1
沔陽州,1
知州長,1
照磨,1
王賜元,1
長,1
知事,1
以會,1
剿,1
西山,1
賊,1
寇運,1
糧七連坪,1
地方,1
遇賊,1
殉難,1
也,1
以,1
故,1
三等,1
精奇,1
尼哈番,1
曹熙,1
麟子,1
曹秉桓,1
襲職,1
辛巳,1
上詣,1
太皇太后,1
皇太后,1
宮,1
問安,1
琉球,1
國,1
中山王,1
陪臣,1
英,1
常春,1
朝貢,1
并,1
以前,1
次,1
貢舶,1
漂失,1
補進,1
金銀,1
器皿,1
等物,1
得,1
旨,1
恭順,1
可嘉,1
所補進,1
貢物,1
俱令,1
齎,1
回至,1
該國,1
既,1
稱瑪瑙,1
烏木,1
十件,1
原非,1
土產,1
此後免,1
貢,1
위기,0
