한자단어,빈도
開列,5
等,4
滿洲,4
副,4
言官,3
如,3
卿,3
掌印,3
都察院,2
或,2
有,2
踰,2
之,2
遵旨,2
旗下,2
都,2
統,2
將學士,2
都御史,2
大理寺,2
員缺,2
應將,2
各部,2
郎中,2
三品,2
御史,2
十二月,1
辛未,1
朔裁,1
四川,1
成都,1
府,1
仁安驛,1
驛,1
丞,1
四十八,1
缺保寧府,1
知事,1
九,1
十二,1
缺,1
庚午,1
廣東,1
高雷,1
總兵,1
官,1
于大海,1
自陳,1
不,1
職命,1
革任,1
壬申,1
諭,1
吏部,1
設立,1
原為,1
國家,1
大事,1
兵民,1
疾苦,1
內外,1
官員,1
貪酷,1
項應,1
許陳奏,1
理宜,1
簡約,1
真切,1
直陳,1
以備,1
採擇,1
近見,1
條奏,1
於,1
事理,1
之外,1
牽引,1
比擬,1
多用,1
浮飾,1
之言,1
有將,1
已,1
結之事,1
剿襲,1
充數者,1
挾私紛,1
更國家,1
已定良,1
法者,1
且,1
本章,1
原令,1
不得,1
三百,1
字,1
今,1
額,1
浮詞,1
甚多,1
以後陳奏,1
此等,1
無益,1
處俱著,1
更改,1
仍,1
前,1
不改,1
嚴加,1
治罪,1
至,1
有所,1
見,1
既,1
許不時,1
陳,1
奏,1
其拾,1
遺著永行,1
停止,1
爾,1
部院,1
即,1
傳諭,1
嚴飭,1
遵行,1
議政王,1
會議,1
官員開,1
列督,1
撫布,1
按二司,1
例嗣後總督員,1
缺應將,1
蒙古,1
并,1
侍郎,1
不用,1
巡撫員,1
缺應,1
通政使,1
宗人府,1
啟心郎,1
布政使,1
太,1
常寺卿,1
光祿,1
寺,1
太僕寺,1
左,1
通政,1
少卿,1
督捕,1
理事,1
官侍,1
讀學士,1
按察使,1
未,1
得,1
旨督,1
撫員,1
缺著將,1
漢軍漢人,1
補授,1
之處,1
臨期,1
請,1
旨,1
具奏餘,1
依議,1
禮部,1
議覆,1
八旗,1
教習,1
缺出,1
舉人,1
內,1
願,1
就,1
教習者,1
准國子,1
監一體,1
考取,1
從,1
위기,0
