한자단어,빈도
等,10
官兵,5
傅弘烈,5
或,5
皇后,4
依圖,4
都,3
與,3
以,3
滿漢,3
大兵,3
諡,3
曰,3
康熙,2
十七年,2
臣,2
標兵,2
金光,2
潯,2
滿洲,2
尚之信,2
赴,2
會,2
兵,2
進發,2
梧州,2
分路,2
侵犯,2
諸處,2
戊午,1
三月,1
壬申,1
朔,1
辛未,1
上,1
臨大行,1
梓宮,1
前舉,1
哀鎮,1
南將,1
軍莽,1
疏言臣,1
抵平樂圍,1
其城賊,1
水陸來,1
援將,1
撫傅,1
弘烈,1
統王,1
國棟率,1
綠旗,1
戰不勝臣,1
孤軍難,1
久留,1
退至,1
中山,1
鎮乞速,1
罷臣,1
將軍職,1
任以,1
警眾,1
亦,1
疏言,1
損兵,1
失壘,1
罪實,1
無,1
可,1
寬,1
但,1
各自,1
調度,1
非臣,1
所得,1
指揮,1
倘益臣,1
專臣,1
平定,1
廣西,1
之責,1
而,1
祖堅守,1
梧後路,1
再令,1
從,1
韶州,1
進,1
湖南,1
仍,1
駐肇慶以,1
壯聲援,1
庶,1
可濟事,1
得,1
旨,1
河水,1
泛漲,1
不能,1
相援,1
賊眾,1
我,1
寡,1
以致,1
失利,1
莽依圖,1
皆,1
著,1
免罪,1
既,1
以兵少,1
請濟師,1
平南王,1
可發,1
精銳,1
萬人,1
多備,1
火藥,1
火,1
礟,1
速,1
廣,1
西,1
應,1
援,1
將,1
軍,1
賴,1
塔,1
同,1
靖南王,1
耿精忠,1
選藩,1
下,1
兵千人,1
并,1
劉進忠,1
五千,1
人付,1
統馬九玉亦令,1
疾,1
趨廣西,1
從莽,1
併,1
力破賊,1
莽,1
以謀勇,1
兼備,1
並見,1
倚,1
任宜,1
共,1
相和協,1
同心,1
協衷謀濟,1
國事,1
務令輯,1
睦,1
俟,1
馬,1
九玉,1
及,1
前,1
所,1
調將,1
軍額楚,1
至,1
一路,1
綠旗分,1
二路,1
公同,1
詳,1
酌定,1
議以聞,1
總督,1
祖已,1
留,1
守,1
身回,1
即,1
駐,1
接濟,1
糧餉,1
或莽,1
檄,1
軍前,1
並聽,1
酌行,1
阿祿,1
科爾沁,1
多羅,1
郡王,1
朱爾札哈,1
故遣,1
官致,1
祭,1
癸酉,1
諭禮部,1
鈕祜,1
盧氏端,1
懿,1
夙,1
著作,1
配,1
朕,1
躬奉,1
事,1
太皇太后,1
皇太后,1
恪恭婉順,1
殫竭,1
孝忱,1
正位,1
宮闈,1
節儉,1
寬仁克,1
襄內治芳型,1
伊始,1
淑德,1
彌彰茲,1
於,1
二月,1
二十六日,1
崩逝,1
追念,1
壼,1
儀,1
良深,1
痛悼,1
宜有,1
稱,1
垂,1
永久,1
著內閣,1
翰林院,1
同擬,1
奏,1
其應,1
行典,1
禮爾部,1
詳察速議,1
具奏,1
尋大學士,1
議奏,1
按,1
法,1
慈惠愛親,1
孝聖聞昭達,1
昭,1
天性,1
純孝睿,1
德懋昭,1
允足,1
垂範萬,1
世臣,1
博詢,1
群議載,1
考彝章,1
謹擬,1
尊,1
孝昭,1
得旨,1
依議,1
福建,1
總督郎廷,1
相疏言,1
海澄為,1
漳泉門戶,1
今海逆,1
登岸,1
據,1
有玉州,1
寨,1
復,1
石碼,1
江東橋,1
已同,1
副,1
統胡圖,1
海澄公,1
黃,1
芳世酌,1
議發,1
前往,1
應援,1
但漳屬,1
地廣兵,1
少防禦,1
難,1
周得旨,1
海賊,1
不可不,1
亟發援,1
師大將,1
軍康親,1
王速,1
增遣,1
郎廷,1
相黃芳,1
世協力,1
固守,1
漳州,1
海澄,1
剿滅,1
海寇,1
위기,0
