한자단어,빈도
允,21
朕,16
阿哥,14
禩,14
我,13
等,12
之,11
明德,10
皇太子,9
大臣,8
於,8
大學士,6
曰,6
不,6
而,6
又,6
禵,6
皇子,5
上,5
承郡王,5
郡王,5
看相,5
穆巴,5
普,5
竒,5
八,4
皆,4
拏,4
十四,4
直,4
張,4
阿祿,4
供,4
康熙,3
侍衛內,3
皇后,3
議政,3
乳母,3
即,3
亦,3
與,3
也,3
有,3
但,3
浙江,3
被,3
蠲免,3
禟,3
妄言,3
普奇,3
具奏,3
公賴士,3
為,3
九,3
送往,3
大清,2
聖祖合,2
天弘運,2
文武,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
和,2
功德,2
大,2
成仁,2
皇帝,2
實錄,2
卷,2
四十八年,2
上詣,2
皇太后,2
宮問,2
安上,2
諭諸,2
九卿,2
學士,2
侍衛,2
向,2
係,2
斷,2
在,2
從,2
聽,2
擅責,2
御史,2
必,2
爾,2
可,2
奏云八,2
之夫,2
後,2
及,2
今,2
或,2
人,2
旨,2
諭,2
去年,2
已有,2
江浙,2
丁銀及,2
災州縣,2
田地,2
銀米,2
江寧,2
安徽,2
乃,2
著,2
礽,2
時,2
奏,2
好,2
誅,2
鎖,2
人張,2
史,2
順,2
十六,2
招致,2
得,2
行刺,2
已,2
此,2
一,2
言,2
行事,2
情節,2
情罪,2
布,2
我府,2
此事,2
口供,2
使,2
去,2
閒散,2
宗室,2
二百三十五,1
四十七年,1
戊子,1
冬,1
十月,1
癸卯,1
朔享,1
太廟,1
遣領,1
尚之隆行,1
禮遣,1
官,1
祭,1
永陵,1
福陵,1
昭陵,1
暫安奉,1
殿,1
孝陵仁,1
孝,1
孝昭,1
孝懿,1
陵,1
頒,1
時憲歷,1
來,1
奸詐爾,1
如以,1
之子,1
徇情,1
出脫,1
罪,1
坐,1
旁人,1
皇天,1
凡事,1
俱,1
公,1
料理,1
豈以,1
子,1
偏愛乎,1
先,1
信其,1
之夫雅,1
齊布,1
之言,1
雍泰奏,1
云乃為,1
修大高殿,1
事責,1
云雍泰,1
言官,1
如果,1
有罪,1
熟思,1
再三,1
始行,1
治罪,1
豈,1
責雍泰,1
其,1
譖,1
毀,1
所致,1
自此,1
遂,1
成,1
仇隙,1
因充,1
發伊,1
愈加,1
怨恨,1
如索額,1
圖長,1
泰等子,1
姪,1
迎合,1
索額,1
圖之人,1
雖鎖,1
心猶有,1
酌量,1
即行,1
殺戮,1
將人輒,1
行責處,1
可乎,1
觀伊等,1
以強,1
凌弱,1
將來,1
兄弟,1
內,1
互相,1
爭鬥未,1
可定,1
世祖,1
六歲,1
御極,1
八歲,1
御,1
極俱賴,1
群臣,1
勷,1
助,1
今立,1
之事,1
心己,1
成算,1
告知,1
諸,1
不令眾,1
知到,1
彼時爾,1
只,1
遵,1
行戶,1
部議,1
覆,1
巡撫,1
王然,1
疏,1
請,1
賑濟,1
杭州,1
湖州,1
兩府屬,1
水災民應,1
准行,1
兩省,1
今年,1
地方,1
穀,1
甚收,1
有州縣,1
復,1
被災,1
財賦,1
要區,1
查明,1
應照,1
例,1
一概,1
