한자단어,빈도
朕,6
等,6
其,3
之,3
學士,3
侍講,3
請,3
及,3
復,3
諭,2
曰,2
萬,2
古人,2
墨,2
蹟,2
臨,2
既,2
可,2
賜,2
卿,2
以,2
為,2
承,2
廕,2
官兵,2
生民,2
康熙,1
十九年,1
庚申,1
秋,1
七月,1
戊子,1
朔享,1
太廟,1
上,1
親詣,1
行禮,1
甲申,1
上以,1
御書大軸賜,1
大學士,1
索額,1
圖勒德洪,1
明珠,1
李,1
霨,1
杜立德,1
馮溥,1
幾餘暇,1
留心,1
經史,1
時取,1
摹,1
雖,1
好慕,1
不衰,1
未,1
窺,1
堂奥,1
歲,1
月,1
深,1
偶成,1
卷軸卿,1
佐理,1
勤勞,1
朝夕,1
問對,1
因,1
思古,1
君臣,1
美惡,1
皆,1
相,1
勸,1
故以,1
平日,1
所書者,1
方收,1
勉所未,1
逮非謂,1
書法,1
已工,1
也,1
其知,1
意,1
又,1
御書,1
卷軸賜,1
庫勒納,1
葉方藹,1
詹事格爾古德,1
沈荃,1
侍讀,1
牛,1
紐常書,1
崔蔚林,1
蔣,1
弘道,1
張玉書嚴,1
我斯,1
董訥,1
王鴻緒,1
各一諭,1
爾,1
日,1
筵,1
夙夜,1
匪懈,1
啟沃,1
之暇,1
每以,1
書,1
幾餘閒,1
研精,1
典籍,1
間取,1
摹爾,1
文學侍,1
從,1
之臣,1
即,1
有,1
成就,1
德業,1
之責,1
故因,1
所,1
輒,1
頒,1
意其悉,1
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
九十,1
辛卯,1
兵部,1
初馬,1
所部,1
背叛,1
蹂躪,1
疆土,1
擾掠,1
罪惡,1
已,1
極後見,1
湖南,1
平定,1
廣西,1
恢,1
窮,1
廹,1
降,1
欲,1
早,1
獲寧息悉,1
貰,1
前罪,1
封以,1
伯爵,1
授為將,1
軍,1
仍令,1
管兵,1
標員,1
亦,1
分營,1
補用,1
大兵,1
規取,1
雲貴,1
無故,1
背恩,1
叛致,1
誤征,1
討,1
大事,1
今因,1
兵敗勢,1
蹙,1
窘急,1
來,1
歸令,1
內閣,1
學士薩,1
慕哈速,1
往,1
撥,1
滿漢,1
押解,1
馬,1
標下,1
守備,1
以上,1
官來京,1
標兵,1
令督撫,1
提鎮,1
分隸,1
各營汰,1
老弱,1
兵亦宜,1
散置,1
切勿,1
令其黨,1
聚廣東,1
諸處,1
被,1
難,1
人民,1
詳察遣還,1
故土,1
提督,1
哲爾肯,1
屯,1
駐,1
柳州,1
浙江,1
總督,1
李之芳,1
疏報,1
偽定,1
北將,1
軍劉,1
天福,1
率偽,1
左,1
都督,1
劉祖漢,1
偽官,1
一百八十,1
員兵,1
二千,1
餘名,1
投,1
誠,1
下部,1
知之,1
위기,0
