한자단어,빈도
陞,5
等,4
為,4
即,4
蔡毓榮,3
大兵,3
專責,3
之,3
以,3
官兵,3
有,3
賊,3
護軍統,2
鑲,2
都,2
統,2
湖廣,2
總督,2
一人,2
德,2
綠旗,2
軍,2
處,2
及,2
聽爾,2
前進,2
提督,2
剿撫,2
事宜,2
爾,2
各官,2
從,2
地方,2
陜,2
西,2
毋得,2
副,2
蒙古,2
按察使,2
康熙,1
十八年,1
己未,1
十二月,1
壬戌,1
朔,1
領馬緝為,1
白旗,1
滿洲,1
先是,1
疏言,1
進取辰,1
龍關,1
必由楓,1
木嶺,1
一路,1
齊進,1
請,1
總統,1
至,1
是,1
議政王,1
大臣,1
周有,1
二人,1
請旨,1
簡用,1
上命,1
綏遠,1
將軍賜,1
敕,1
諭,1
曰,1
進剿,1
雲貴,1
各路,1
必須,1
總轄調,1
遣,1
始克,1
允濟特,1
授爾為,1
綏遠將,1
總轄,1
常德,1
武岡,1
所有,1
各省,1
調撥,1
全省,1
兵馬,1
酌量,1
調度,1
底定,1
疆,1
圉,1
董,1
衞,1
國,1
周,1
桑,1
峨趙賴,1
周卜世,1
俱,1
聽爾節制,1
商酌,1
而行,1
一切,1
平定,1
雲貴及,1
惟爾,1
至楚,1
中見,1
任文職,1
官員,1
遴選賢能,1
攜,1
赴,1
軍前,1
調用,1
如有,1
能備,1
芻,1
糧克濟,1
軍機,1
有能,1
首先,1
奪關,1
冒險,1
直入,1
擊敗,1
眾者,1
開列,1
勞績,1
具疏,1
奏聞論,1
功加,1
等議,1
敘如有,1
臨陣,1
退縮,1
運糧違,1
悞,1
者,1
副將,1
知府,1
以下,1
軍法,1
事,1
其,1
以上,1
指名,1
飛章,1
參劾,1
從重,1
治罪,1
水陸,1
兵將,1
不,1
相習者,1
具奏,1
酌行,1
更,1
調爾,1
定期,1
進取,1
恢,1
復,1
將破賊,1
密行,1
知會,1
廣西,1
王將,1
齊,1
乘,1
機會,1
而,1
行爾須,1
嚴督兵,1
將相機,1
力行,1
剿除,1
遲延,1
坐失,1
時會,1
仍,1
嚴加,1
偵探,1
毋致,1
疏虞,1
一到,1
抗拒,1
不順者,1
戮,1
先,1
被,1
脅,1
時迎,1
降者,1
俱免,1
誅戮,1
能,1
擒,1
殺,1
渠,1
投誠者,1
分別,1
賞須,1
嚴,1
禁兵,1
將,1
申明,1
紀律,1
經過,1
騷擾,1
百姓,1
歸順,1
良民,1
加意,1
撫恤爾膺,1
茲,1
重任,1
宜,1
攄,1
忠,1
竭力,1
籌畫,1
周詳,1
兼施,1
早奏,1
膚功,1
朕,1
簡擢,1
至意,1
長,1
史,1
殷圖,1
正紅旗,1
庚申,1
領喇賽,1
藍旗,1
都統,1
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
八十六,1
癸亥,1
工部,1
郎中,1
葉穆濟,1
司,1
以故,1
三等,1
阿思哈,1
尼哈番,1
多爾濟子,1
胡圖克襲,1
職,1
위기,0
