한자단어,빈도
復,4
之,3
總督,2
鑾,2
原任,2
太子,2
太保,2
內,2
係,2
紀薦,2
康熙,1
三年,1
甲辰,1
八月,1
庚申,1
朔,1
戊午,1
四川,1
李國英,1
疏報,1
官兵,1
恢,1
大昌,1
請議,1
敘,1
有功,1
官員,1
下部,1
察,1
敘以,1
喀,1
喇沁故,1
杜楞貝勒圖,1
巴色,1
冷子,1
班達爾沙,1
襲爵,1
以散,1
秩,1
大臣,1
答達,1
海為,1
儀衛,1
掌衛事,1
陞,1
冠軍使,1
哈什,1
瑪為,1
儀使,1
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
十二,1
辛酉,1
予故,1
弘文院,1
大學士,1
呂宮,1
湖廣,1
兵部,1
尚書,1
李蔭祖,1
各,1
祭葬,1
如例,1
吏部,1
遵旨,1
議覆開,1
等,1
官應,1
否給,1
還紀,1
錄薦,1
舉之處查,1
降革,1
官員凡,1
因公,1
詿,1
誤後經,1
辨明,1
開,1
者,1
是,1
本官,1
原無降,1
革之罪,1
故將,1
原有,1
仍應,1
給還,1
至於,1
拖欠,1
錢,1
糧,1
被,1
參各官,1
於,1
未,1
離任,1
先續,1
徵完解,1
雖據,1
該,1
撫題,1
明開,1
但,1
催徵,1
不力,1
之員任,1
先有,1
應,1
不准,1
給還永著,1
為例,1
從,1
위기,0
