한자단어,빈도
礟,6
衣,4
到,4
即,4
軍穆,4
等,3
袁州,3
長,3
沙,3
亦,3
赴,3
王岳樂將,3
占,3
上,2
諭,2
已,2
解送,2
馬,2
與,2
無,2
南昌,2
安親,2
軍前,2
軍士,2
撥,2
錢,2
糧,2
朕,2
有,2
六月,1
丙午,1
朔,1
上詣,1
太皇太后,1
皇太后,1
宮,1
問安,1
乙巳,1
先是,1
兵部,1
前安親,1
王岳樂,1
疏,1
請紅,1
隨,1
發,1
往,1
今,1
聞,1
道路,1
險阻,1
運,1
夫役,1
既多,1
為費,1
實繁,1
若,1
一,1
得,1
則,1
固宜,1
倘難,1
猝拔則,1
送,1
何益,1
念安親,1
王兵久入,1
湖南,1
多致,1
斃,1
自京,1
撥馬,1
陸續,1
發往,1
今將,1
占率,1
精兵,1
會剿,1
猶未克,1
取長,1
賊,1
對,1
壘,1
如故,1
我兵,1
甚眾,1
芻,1
秣,1
多,1
沙勢,1
必,1
坐致,1
疲瘦,1
不堪,1
驅策,1
可令馬匹,1
暫停,1
紅,1
暫,1
留,1
溫代先,1
詳議,1
以聞安親,1
王所統,1
雖,1
曾,1
給賞,1
為,1
時,1
已久應,1
正項,1
再行,1
頒賜,1
總督,1
董,1
衞,1
國,1
論,1
何,1
項,1
二十,1
萬兩解,1
俟,1
溫代,1
自長,1
沙回,1
日,1
酌量,1
轉解,1
至,1
是,1
溫代奏,1
曰,1
臣,1
詢安親,1
皆,1
云紅,1
未必,1
能,1
遂,1
破長,1
沙芻秣,1
誠少,1
而,1
缺馬,1
甚多,1
應否,1
請旨,1
裁奪,1
乃命,1
留紅,1
於,1
仍令,1
溫代解,1
銀馬,1
丁未,1
刑部,1
邇,1
來,1
農事方,1
殷天,1
氣,1
亢旱,1
念,1
切民依,1
夙夜,1
憂惕,1
或,1
刑獄,1
淹禁,1
中,1
冤,1
抑致,1
干天,1
和,1
未可知,1
茲,1
特遣,1
巴泰,1
明珠,1
孔,1
郭岱,1
項景,1
襄會,1
同三法,1
司將,1
已結,1
重案,1
逐一,1
詳加,1
審理,1
凡,1
有罪,1
可矜,1
疑者,1
察明,1
事由,1
開列,1
具奏務,1
使,1
情法,1
允協,1
枉,1
必伸,1
以,1
副,1
省刑,1
恤民,1
至意,1
위기,0
