한자단어,빈도
等,9
尚善,8
馬,8
賊,5
赴,4
大兵,4
為,4
官兵,4
軍,4
及,4
上,3
未,3
岳,3
到,3
於,3
是,3
吉安,3
簡親,3
每佐領,3
袁州,3
并,3
提督,3
疏報,2
一千,2
岳州,2
長,2
諭,2
路,2
兵力,2
來,2
此兵,2
後,2
俾,2
送,2
我,2
悞,2
征剿,2
大事,2
報,2
本月,2
日,2
抵,2
所,2
之,2
曰,2
中途,2
被,2
情罪,2
即,2
從,2
大,2
和,2
碩,2
王,2
遣,2
兵,2
迎,2
疏,2
罪,2
下部,2
三名,2
仍,2
與,2
自安慶,2
發往,2
綠旗兵,2
額楚,2
每佐,2
領兵,2
招撫,2
孫延齡,2
夏,1
四月,1
丁未,1
朔享,1
太廟,1
親詣,1
行禮,1
丙午,1
先是,1
安遠,1
靖寇大,1
將軍多羅貝勒,1
二月,1
二十六日,1
遣兵,1
餘人,1
由,1
送馬,1
三千,1
餘匹,1
沙上,1
需馬,1
甚殷,1
非尋常,1
比貝勒,1
去,1
甚近,1
必,1
審知,1
萬無一,1
失方行,1
遣送,1
今長,1
沙,1
之間,1
甚通,1
若逆賊,1
阻截,1
護,1
單難,1
保無虞宜,1
預約安親,1
王遣兵,1
相迎,1
度兵且,1
然後發,1
往且,1
將軍鄂,1
內,1
率兵,1
所知,1
或,1
俟,1
多,1
添,1
無,1
他慮,1
然後遣,1
行今,1
但,1
以千兵護,1
如,1
許馬匹殊,1
輕,1
忽,1
倘事出,1
意外,1
不利,1
且,1
資則,1
明,1
其速,1
偵送,1
消息,1
以聞,1
至,1
解馬,1
初八,1
七星,1
臺,1
遇賊,1
伏兵,1
邀奪,1
切責,1
統兵,1
已,1
歷三載,1
糜餉,1
老師,1
獲,1
寸土,1
今又將,1
送往,1
安親,1
王軍前,1
匹,1
冒險遣,1
發且,1
以少,1
兵護,1
行致,1
奪,1
反為,1
利,1
貽,1
急需,1
匪,1
輕宜,1
重處,1
分念,1
其見,1
在,1
姑俟事,1
平察議,1
幾,1
定,1
逺,1
平,1
寇,1
將,1
安,1
親,1
樂,1
以,1
遲,1
緩,1
致,1
刦,1
具,1
引,1
亦,1
切,1
責,1
剿,1
滅,1
逆,1
惟,1
賴,1
貝,1
勒,1
預約,1
三月初,1
二日,1
洛河,1
而,1
岳樂故,1
失期,1
約,1
不遣兵,1
往迎,1
目睹,1
戰馬,1
數千盡,1
有,1
喪軍資,1
甚,1
平之日,1
重議,1
江西,1
總督,1
董,1
衞,1
國,1
圍困,1
已久賊,1
糧匱勢,1
蹙,1
二十一日,1
夜出,1
南門,1
趨舟,1
東竄,1
遂,1
入城,1
知之諭,1
揚威大將,1
王等將,1
王府,1
佐領,1
下兵,1
內選,1
有馬者,1
速發,1
贛州,1
將軍莽,1
依圖,1
選足,1
七名,1
速赴,1
韶州,1
尚之信,1
相聞令,1
立圖,1
內應,1
乃安親,1
王大兵,1
其以,1
滿洲兵,1
四名,1
以上,1
並付,1
屯駐,1
為安親,1
王後繼前,1
礟,1
付,1
添兵護,1
至長,1
沙其,1
新,1
復,1
可,1
偕,1
多諾統,1
五百名,1
城守,1
駐鎮,1
更,1
撥,1
一名,1
添發,1
贛州令,1
侍郎,1
舒恕,1
統領,1
防守,1
其餘,1
缺少,1
械,1
之兵,1
綠旗,1
付副將,1
軍希爾根,1
趙,1
賴令,1
回,1
南昌,1
整繕,1
候調,1
王同,1
理事,1
官麻勒吉酌,1
幹員,1
齎,1
原任,1
貴州,1
李本深,1
巡撫,1
曹申,1
吉廣西,1
雄將,1
死,1
否著,1
偵探,1
的,1
信奏聞,1
己酉,1
撫遠,1
大將,1
都,1
統大學士,1
公圖海,1
韓城,1
縣,1
北山,1
地方,1
偽總兵,1
喬斌,1
一百,1
餘員,1
議敘,1
위기,0
