한자단어,빈도
喇嘛,8
拉,7
達賴,6
為,5
西藏,5
等,4
之,4
而,4
青海,4
眾,4
台吉,4
於,3
得,3
又,3
胡必爾汗,3
都,3
鑲,3
諭,2
或,2
理事,2
人,2
辦事,2
亦,2
未,2
波克塔,2
內閣,2
學士,2
前往,2
係,2
侍郎,2
陞,2
二月,1
壬寅,1
朔上,1
大學士,1
曰,1
觀今,1
部院,1
司官,1
殊,1
不如,1
昔,1
長,1
輕浮,1
優,1
學問,1
短,1
欲,1
優而,1
極謹慎者,1
甚少,1
禮部,1
尚書富,1
寧安為,1
人謹,1
信以,1
今視,1
甚善,1
但,1
始終,1
不易,1
可,1
知,1
也,1
己亥,1
鄂爾,1
多斯,1
多羅,1
郡王,1
松阿喇布,1
朝,1
正來京,1
病故,1
命給,1
銀,1
一千,1
兩辦理,1
喪事,1
櫬,1
歸,1
日遣,1
多羅貝勒允,1
禩,1
及,1
侍衛,1
往,1
送,1
先是,1
臧立,1
辦虛實,1
彼此,1
爭論,1
訐,1
奏,1
上命,1
渾率,1
使,1
赴,1
看驗,1
至,1
是,1
渾,1
回奏臣,1
遵旨,1
會同,1
之使,1
至噶木,1
地方,1
見,1
臧,1
問以,1
所立,1
情由,1
據云前,1
將假,1
解京時,1
曾,1
奉,1
旨令,1
尋真達賴,1
今訪聞,1
真達賴,1
不能,1
信,1
問班禪,1
胡土克,1
圖據,1
云波克塔,1
胡必爾汗實,1
我始,1
安置,1
禪榻,1
非敢,1
專擅,1
奏入,1
命議政,1
大臣,1
等議,1
尋議,1
臧所立,1
既,1
問之班禪,1
胡土克圖,1
確知,1
真,1
實應,1
毋庸,1
議但,1
例有,1
封號,1
今波克塔,1
年幼,1
請,1
再,1
閱數,1
年,1
始議,1
給封,1
與,1
臧不睦,1
事務,1
不便,1
令拉,1
臧獨理,1
應遣,1
官一員,1
協同,1
臧辦,1
務得旨,1
依議,1
其,1
管理,1
事務著,1
赫壽去,1
癸卯,1
少,1
詹事噶敏,1
圖為,1
兼禮部,1
以,1
拖,1
沙喇哈番,1
車克初,1
藍旗護,1
軍統領,1
參領,1
石如,1
璧,1
黃,1
旗漢,1
軍,1
副,1
統,1
雲,1
南曲,1
尋武霑,1
總兵,1
官,1
俞章,1
言,1
白旗,1
漢軍副都統,1
위기,0
