한자단어,빈도
江西,3
上詣,2
太皇太后,2
等,2
及,2
兵部,2
袁州,2
賊,2
康熙,1
十四年,1
乙卯,1
春,1
正月,1
庚申,1
朔,1
堂子,1
行禮,1
還宮,1
拜神,1
畢率,1
諸王,1
貝勒貝子,1
公及,1
內,1
大臣,1
大學士,1
都,1
統尚書,1
精奇,1
尼哈番,1
侍衛等詣,1
皇太后,1
宮行禮,1
停止,1
朝賀,1
筵宴,1
朝鮮國王,1
嗣子,1
李,1
焞,1
遣,1
陪臣,1
李正,1
表賀,1
冬至,1
元旦,1
萬壽節,1
進歲,1
貢禮物,1
宴賚如例,1
戊午,1
歲,1
暮,1
祫,1
祭太廟,1
上,1
親詣,1
行禮遣,1
官,1
祭,1
永陵,1
福陵,1
昭陵,1
孝陵仁,1
孝,1
皇后,1
遣官,1
祭太歲,1
之神,1
辛酉,1
宮,1
問安諭,1
自逆賊,1
吳三桂,1
耿精忠,1
背恩,1
反叛,1
浙江,1
贛州,1
處,1
綠旗,1
官兵,1
奮勇剿,1
固守,1
地方,1
深為,1
可嘉,1
應,1
即議,1
敘以,1
旌其,1
勞爾部,1
速議,1
具奏,1
諭,1
逆賊,1
吳三桂據,1
守岳,1
澧,1
諸處,1
恃,1
有,1
長,1
沙,1
衡州,1
之粟,1
今安親,1
王率,1
師往,1
可令,1
一到,1
南昌,1
即簡,1
軍中馬匹,1
由,1
取長,1
沙斷,1
糧道,1
夾攻,1
岳州,1
위기,0
