한자단어,빈도
和,3
駐蹕,3
朕,3
大清,2
聖祖合,2
天弘運,2
文武,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
功德,2
大,2
成仁,2
皇帝,2
實錄,2
卷,2
之,2
二百三十,2
上,2
官,2
係,2
四,1
康熙,1
四十七年,1
戊子,1
九月,1
甲戌,1
朔上,1
鷲,1
洛,1
癸酉,1
克勒,1
木台昂,1
阿,1
地方,1
科爾沁,1
多羅貝勒,1
阿必,1
達來,1
朝調,1
浙江,1
溫州,1
總兵,1
崔相國,1
為,1
臺,1
灣總兵,1
三,1
乙亥,1
諭扈,1
從諸,1
大臣,1
等,1
自,1
十八,1
阿哥,1
患病,1
以來,1
冀,1
其,1
痊愈,1
晝夜,1
療治今,1
又,1
變症,1
諒,1
已,1
無濟,1
躬,1
所,1
甚重,1
上則,1
恐貽高,1
年,1
皇太后,1
之憂,1
下則,1
天下,1
臣民,1
咸賴予,1
一人區區,1
稚子,1
有,1
何關,1
乃,1
割愛即,1
此,1
就,1
道,1
至,1
二十里,1
許駐,1
蹕,1
特諭,1
是,1
日,1
布爾哈蘇,1
台予,1
故,1
四川,1
陝西,1
總督,1
兼管,1
西安,1
將軍事,1
博霽,1
祭葬,1
如例,1
위기,0
