한자단어,빈도
於,4
朕,3
學士,3
皇太后,2
宮,2
問安,2
重修,2
以,2
蔥,2
上,2
錫,2
而,2
罔,2
之,2
陞,2
內閣,2
閏,1
三月,1
戊寅,1
朔上,1
幸暢,1
春園詣,1
北鎮,1
神祠,1
工竣,1
御,1
製,1
碑文,1
曰,1
醫巫,1
閭,1
屹峙,1
東北為,1
幽州,1
巨鎮,1
昔虞帝,1
封十有,1
二山此,1
其一,1
也,1
穹崇,1
磅礴,1
靈瑞所,1
鍾,1
實護,1
王氣,1
壯鴻圖,1
與,1
嶽,1
瀆,1
諸神,1
並垂祀,1
典,1
省方,1
問俗,1
嘗過,1
其境,1
望,1
其佳,1
氣鬱鬱,1
插霄漢,1
下瞰,1
蓬,1
瀛,1
懸,1
瀑飛流,1
喬松盤,1
蔚知,1
其,1
所以,1
保障,1
而迎,1
休者,1
蓋,1
有素,1
矣,1
向,1
扁,1
額式展,1
褎,1
崇而廟,1
貌,1
未隆,1
無以,1
昭,1
顯特,1
敕,1
修造,1
遣,1
專官,1
恪,1
乃,1
事,1
凡,1
所,1
需給,1
皆,1
頒,1
自內府,1
始,1
康熙,1
四十五年,1
七月,1
迄本,1
年,1
十一月,1
不,1
四月,1
告厥,1
成功,1
焉規,1
制宏備,1
輪奐維新,1
紺,1
宇琳宮,1
照耀,1
山谷,1
時,1
臣民,1
瞻仰,1
不欣悅,1
府尹,1
臣,1
艾芳,1
曾,1
奏,1
請謂,1
宜光,1
文翰,1
勒,1
諸貞珉,1
御極,1
以來,1
勤卹民,1
隱祗,1
奉天,1
庥,1
敬共,1
神明,1
敢,1
稍,1
斁,1
惟北鎮,1
奕奕,1
為,1
神京,1
之翊輔,1
嘉符,1
凝集,1
靈爽式,1
憑神,1
其永贊,1
雍熙,1
益弘福,1
祐,1
蕃昌,1
庶類,1
固丕祚,1
萬年,1
用慰,1
精,1
虔,1
至意,1
爰,1
樹,1
穹碑,1
書,1
歲,1
月,1
以示,1
來茲,1
正,1
白旗,1
漢軍副,1
都,1
統伯,1
李繩,1
宗為,1
鑲黃旗,1
漢軍都統,1
丁丑,1
自,1
暢春園,1
回宮,1
王之樞,1
丁父,1
憂命,1
回,1
籍守制,1
甲申,1
上詣,1
翰林院,1
侍讀,1
徐元,1
正為,1
兼禮部,1
侍郎,1
위기,0
