한자단어,빈도
之,4
總督,4
等,4
從,3
祖澤溥,3
宋琬,3
審,2
兩議,2
一擬,2
據,2
賊,2
亦,2
應,2
免罪,2
福建,2
李率泰,2
其,2
疏報,2
僧進,2
餘人,2
十一月,1
乙丑,1
朔戶部,1
遵旨,1
議覆凡,1
外國進,1
貢之人,1
帶來,1
貿易,1
物件,1
應令,1
崇文,1
門監督止,1
記冊,1
報部,1
不必,1
收稅,1
刑部,1
議覆山東,1
鞫,1
原任,1
按察使,1
通同于,1
七謀反,1
一案,1
上,1
請,1
極典,1
流徙,1
將原,1
審總督,1
議處,1
得,1
旨,1
原無通,1
情節,1
干,1
証,1
唐,1
進,1
夏,1
吳,1
八,1
堅,1
稱,1
烏,1
有,1
叛逆,1
重罪,1
理應,1
詳,1
審情,1
實即,1
正法,1
如虛即,1
爾部,1
將無確,1
之事,1
懸,1
揣定擬,1
俱屬,1
不合,1
著,1
免議,1
處,1
疏言,1
汀州,1
城守,1
兩營,1
歸,1
併,1
鎮標,1
左右,1
營遊擊,1
守備,1
千把,1
總等官,1
俱,1
改鎮,1
標統,1
轄,1
甲子,1
予故,1
少師,1
兼,1
太子,1
太師,1
大學士,1
致仕,1
胡世安,1
祭葬,1
如,1
例給,1
八旗,1
水淹,1
地方,1
米,1
二百五十,1
八萬石,1
禮部議,1
覆,1
陜,1
西,1
總督白,1
如梅,1
當哈爾佛,1
貢查,1
會典,1
並無當,1
哈爾佛,1
貢之例,1
但,1
傾心,1
嚮,1
化應准,1
進貢,1
丁卯,1
陞,1
宗人府,1
府,1
丞,1
董篤行,1
為,1
都察院,1
左,1
副,1
都御史,1
免直,1
隸東,1
安南,1
皮靜,1
海三縣,1
本年,1
分水,1
災額,1
賦有,1
差,1
海寇,1
五百,1
由,1
梁山,1
侵犯,1
海疆,1
總兵,1
官王,1
進功,1
參將,1
折光,1
秋夾擊,1
大敗,1
殺,1
一百六十,1
生擒,1
九人,1
下部,1
察,1
敘,1
위기,0
