한자단어,빈도
有,7
等,6
張伯行,5
不,5
處,5
諭,5
俸,5
人,5
賊,4
朕,4
雲,4
猺,4
地方,3
官兵,3
拏,3
銀,3
總,3
亦,3
尚書,2
疏,2
巡撫,2
奏,2
審理,2
得,2
欺君,2
係,2
山東,2
沿海,2
與,2
為,2
米,2
皆,2
漕,2
年,2
其,2
南巡,2
陞,2
之,2
參將,2
領兵,2
刦,2
州,2
從,2
降級,2
二月,1
戊辰,1
朔,1
祭,1
大社,1
大稷,1
遣,1
工部,1
赫奕,1
行禮,1
奉差,1
江南,1
審事,1
吏部,1
張鵬,1
翮,1
參江蘇,1
捏造,1
無影,1
之事,1
屢,1
以海中,1
誑,1
請將,1
暫行,1
革職,1
旨,1
著,1
暫,1
停革職,1
伊疏,1
內,1
并,1
張元,1
隆夥賊,1
甚多將,1
蘇州米,1
糧買,1
去,1
等語,1
大吏,1
管轄,1
文武官,1
員且,1
調兵責,1
任若海,1
中,1
即,1
應,1
率領,1
親身察,1
况,1
盛京,1
江浙,1
閩粵,1
設立將,1
軍督撫,1
提鎮,1
水師,1
原為,1
防海,1
張元隆,1
兩,1
雖,1
多,1
一帶,1
豈能,1
盡行,1
賄賂,1
鄭盡心,1
陳,1
尚義等本,1
海賊,1
頭目,1
久已,1
招撫,1
獲今,1
將伊等,1
支吾,1
搪塞,1
希圖,1
完事,1
伊,1
之語殊,1
乖謬,1
必,1
深知,1
巢始,1
稱海中,1
賊務將,1
此賊察,1
審明,1
具奏,1
丙寅,1
宗人府,1
貝勒允,1
禩,1
延壽,1
行止,1
卑污,1
凡應,1
行走,1
處俱懶,1
惰,1
赴,1
著將,1
伊等,1
及,1
伊屬,1
下護衛,1
官員,1
執事,1
銀米,1
俱著,1
停止,1
己巳,1
諭大學士,1
漕所管,1
窮苦,1
運丁事,1
最,1
冗,1
雜郎廷,1
極為,1
盡心,1
撫恤人,1
感悅,1
漕船,1
抵通,1
獨早,1
糧米,1
並無虧,1
欠,1
回,1
空船,1
隻,1
不致,1
凍阻,1
由,1
實心,1
辦事區,1
得宜,1
也,1
昔桑額,1
任內,1
尚因,1
糧船,1
遲,1
悞,1
不免,1
議處,1
以前,1
未有,1
能及,1
郎廷,1
極者,1
昨聞,1
病故,1
甚為,1
軫,1
恤,1
漕運,1
總督,1
職任,1
重大,1
可著,1
撫施,1
世綸,1
補,1
但,1
其性,1
氣有,1
偏僻,1
前,1
已誡,1
矣,1
廣西,1
提督,1
張朝午,1
參新太營,1
王啟,1
擅自,1
交戰殊,1
屬輕躁,1
請,1
敕,1
部議,1
上,1
大學士,1
曰,1
觀王啟,1
不惟,1
無罪且,1
似,1
有功,1
掠,1
村,1
莊,1
圍,1
繞,1
署,1
知,1
曉,1
不解,1
防守,1
之責,1
若,1
以,1
起釁,1
是,1
懼,1
設,1
執縛,1
司,1
奪,1
倉,1
庫,1
坐,1
視,1
救,1
可,1
乎,1
性,1
凶,1
頑,1
豈,1
任,1
恣,1
行,1
昔年,1
陝,1
西番,1
擅過,1
邊界,1
官理,1
聽,1
遂,1
領標兵,1
五百,1
深入,1
番,1
地剿,1
之部議,1
照例,1
處分,1
寬,1
留任,1
今王,1
啟雲情,1
事略,1
同議,1
只,1
罰,1
而已,1
尋,1
兵部,1
議覆王,1
啟雲因,1
猖狂,1
始行,1
剿殺,1
非輕躁,1
動兵,1
之例,1
可比,1
且續,1
經題,1
明傷亡,1
應無庸議,1
布政使,1
甘國,1
璧,1
撫,1
위기,0
