한자단어,빈도
朕,6
從,5
等,4
於,4
所,3
即,3
有,3
地方,3
事,3
大小,3
二十八年,2
己巳,2
上詣,2
大臣,2
皇太后,2
文武,2
及,2
皇后,2
茲,2
今特,2
諏,2
如,2
以,2
軍法,2
與,2
餽,2
行,2
治罪,2
各,2
不,2
告,2
嚴,2
康熙,1
春,1
正月,1
朔,1
堂子,1
行禮,1
還宮,1
拜神,1
畢率,1
諸王,1
貝勒貝子,1
公內,1
大學士,1
侍衛等詣,1
宮行,1
禮御,1
太和,1
門王,1
以下,1
各官外,1
藩王,1
使臣,1
上表,1
朝賀,1
停止,1
筵宴,1
朝鮮國王,1
李,1
焞,1
遣,1
陪臣,1
洪萬容,1
表賀,1
冬至,1
元旦,1
萬壽節,1
進歲,1
貢禮物,1
宴賚如例,1
丁卯,1
宮,1
問安歲,1
暮,1
祫,1
祭太廟,1
遣領,1
侍衛內,1
伯費揚,1
古行,1
禮遣,1
官,1
祭,1
永陵,1
福陵,1
昭陵,1
暫安奉,1
殿,1
孝陵仁,1
孝,1
孝昭,1
陵,1
庚午,1
諭,1
吏部,1
戶部,1
兵部,1
工部,1
統,1
蒞,1
寰宇,1
早作,1
夜思勤求,1
治理,1
務恤,1
黎庶,1
永圖,1
乂,1
安如黃運,1
兩河,1
運道,1
民生,1
攸,1
係,1
日切,1
心勞,1
比年,1
工役,1
雖漸,1
有緒,1
而,1
應修,1
應塞議,1
論紛,1
紜,1
曩,1
歲,1
巡幸,1
曾,1
允淮揚,1
士民,1
所請,1
疏濬,1
下河,1
前,1
已興,1
工尚稽,1
底績,1
屢,1
經廷議,1
請,1
親行,1
閱視,1
吉,1
南巡,1
躬歷,1
河道,1
兼欲,1
觀覽,1
民情,1
周知,1
吏治,1
至,1
沿途,1
供,1
億皆令,1
在,1
京,1
所司,1
儲,1
偫,1
一切,1
不取,1
之民間,1
日用,1
應,1
需該,1
衙門,1
所在,1
照市,1
估平,1
買,1
不許,1
錙銖,1
抑勒,1
小民,1
猶恐,1
地方官吏,1
不能,1
悉體,1
懷借,1
名科派,1
供應,1
頒諭,1
嚴飭,1
有悖,1
旨,1
借端,1
私徵者察實,1
官員不許,1
扈,1
官員,1
指稱,1
交戚,1
輒,1
通,1
遺,1
違者,1
送,1
收受,1
人員,1
並以,1
其扈,1
官員及,1
隨,1
往,1
傔,1
役,1
橫,1
生事,1
擾民者,1
一并,1
從重,1
巡省,1
原以,1
軫,1
恤,1
編氓,1
咨,1
風俗,1
凡,1
經過,1
百姓,1
安生,1
業務令廛,1
無,1
廢市,1
隴,1
輟耕,1
毋得,1
倉,1
皇驚,1
避輒,1
滋煩擾,1
其,1
軍民人,1
懷奸,1
挾詐,1
希逞,1
私憤,1
擅,1
駐蹕,1
處,1
凟,1
訐,1
者,1
一,1
槩,1
禁,1
倘,1
妄,1
控,1
除,1
准,1
理,1
外,1
仍,1
加,1
爾部,1
傳諭扈,1
官員人,1
並行令,1
該督撫,1
府,1
州,1
縣,1
城市,1
村莊,1
窮鄉,1
僻壤,1
遍懸,1
告示,1
備行曉諭務令,1
通知,1
副,1
惠愛元元,1
至意,1
위기,0
