한자단어,빈도
才,4
於,3
有,3
上,2
吏部,2
陞,2
布政使,2
亦,2
之,2
朕,2
康熙,1
二十六年,1
丁卯,1
夏,1
四月,1
戊申,1
朔享,1
太廟,1
親詣,1
行禮,1
上詣,1
太皇太后,1
皇太后,1
宮,1
問安,1
丁未,1
以內閣,1
學士,1
覺羅舜拜,1
充經,1
筵講,1
官調,1
兵部,1
督捕,1
侍郎,1
熊一瀟為,1
右侍郎,1
工部,1
郎中,1
穆禮布,1
為,1
陜,1
西,1
司,1
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
和,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
之一百二十,1
九,1
辛亥,1
諭,1
國,1
家用,1
人才,1
優者,1
固足,1
任事,1
然秉姿,1
誠厚者,1
佐理,1
裨,1
比部,1
院中,1
一二,1
優之人,1
所以,1
未即,1
擢者,1
因,1
其,1
又,1
能,1
循分,1
故久任,1
聽政有,1
年,1
見,1
人,1
或,1
自恃,1
有才輒專,1
恣,1
行事,1
者,1
思,1
可畏,1
意必,1
德,1
兼,1
優為,1
佳若止,1
優,1
德終,1
無補,1
治理,1
耳,1
위기,0
