한자단어,빈도
之,3
地震,3
百姓,3
大清,2
聖祖合,2
天弘運,2
文武,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
和,2
功德,2
大,2
成仁,2
皇帝,2
實錄,2
卷,2
平陽,2
等,2
處,2
諭,2
傳諭,2
巡撫噶爾圖,2
親身,2
彼處,2
其,2
地方,2
軍,2
一百六十,1
七,1
康熙,1
三十四年,1
乙亥,1
五月,1
壬戌,1
朔奉,1
差,1
山西,1
賑濟戶,1
部尚,1
書馬齊,1
請,1
訓旨,1
上,1
曰,1
爾,1
房舍,1
倒壞,1
人民,1
壓斃,1
伊應,1
於,1
設廠,1
居住,1
將被災,1
救護候,1
朕,1
旨,1
乃,1
遽,1
回,1
省城,1
殊屬,1
不合,1
除噶爾圖,1
所奏外,1
有,1
重處爾,1
可,1
詳察,1
閱視,1
加恩,1
賑給,1
本年,1
應徵錢,1
糧停,1
徵收,1
爾到,1
即曉諭,1
眾民,1
皇上,1
為爾,1
深切,1
軫,1
念,1
特遣,1
大臣,1
賑救爾眾民,1
毋妄遷,1
徙,1
離,1
散且,1
恐因,1
不良,1
之人及,1
鎮標,1
兵丁,1
借端,1
搶奪,1
擾害,1
生民,1
總兵,1
官周,1
復,1
興親,1
身率領,1
官兵,1
將此,1
一帶,1
善為,1
防護,1
平陽府,1
洪洞,1
縣,1
被災,1
爾會同,1
往彼處,1
賑濟務令,1
均,1
沾,1
實惠,1
辛酉,1
予故,1
原任,1
甘肅,1
巡撫,1
嚴泰,1
祭葬,1
如例,1
一百六十六,1
癸亥,1
上詣,1
皇太后,1
宮,1
問安,1
陞,1
正紅旗護,1
參領,1
法喀為,1
本旗漢,1
副,1
都,1
統,1
위기,0
