한자단어,빈도
諭,5
有,4
之,3
者,3
大臣,2
總兵,2
補授,2
京口,2
陛辭,2
上,2
曰,2
地方,2
緊要,2
朕,2
軍,2
等,2
也,2
後,2
用,2
但,2
甚,2
一官,2
教官,2
應取,2
至京,2
師令,2
面試,2
規模,2
夏,1
四月,1
壬申,1
朔享,1
太廟,1
遣領,1
侍衛內,1
公阿靈,1
阿行禮,1
上詣,1
皇太后,1
宮,1
問安諭,1
兵部,1
貴州,1
威寧,1
官張,1
之麟,1
年老,1
衰邁,1
不能,1
騎射殊,1
不勝,1
官之任,1
著以,1
原品,1
休致,1
此缺,1
另擬,1
丁卯,1
將軍何,1
天培,1
練兵,1
修船,1
二事,1
所當,1
留意,1
南巡,1
時次,1
金山寺,1
欲,1
觀舟師,1
操練將,1
數以,1
風大為,1
辭未行,1
操練爾時,1
即疑,1
其為,1
船不備,1
故,1
船,1
時果,1
未,1
全備,1
馬,1
三奇,1
尚安靜,1
於,1
事務,1
不,1
留心,1
耳爾宜,1
盡心,1
料理,1
奉天,1
府,1
府尹,1
郝林,1
盛京,1
旗民雜,1
處,1
命案,1
甚多爾,1
必親,1
歷所屬,1
誠心,1
教導,1
毋謂,1
此,1
非久任,1
地,1
將事諉,1
與將,1
各部,1
國家設,1
即,1
職為,1
官者當,1
立志,1
盡職,1
興起,1
教化,1
一番,1
整頓,1
方無忝厥,1
職,1
西藏,1
班禪,1
胡土克圖,1
遣使,1
進,1
貢賞,1
賚,1
如例,1
癸酉,1
吏部,1
教養,1
士子,1
之責員缺,1
甚屬,1
嗣,1
掣,1
選,1
方可,1
又,1
補,1
授州,1
同人內,1
不堪,1
多,1
亦,1
九卿,1
補用,1
出身,1
不明,1
著,1
革退,1
和,1
碩誠親,1
王允祉,1
古歷,1
甚好,1
其數,1
目歲,1
久,1
不合,1
今修,1
歷書宜,1
依古,1
今之數,1
目為,1
善,1
위기,0
