한자단어,빈도
之,4
未,4
完,3
皆,2
等,2
事情,2
接任,2
任官,2
陞,2
或,2
補別,2
缺,2
十二月,1
戊午,1
朔日,1
食以,1
工部,1
尚書,1
喇哈達,1
兼,1
鑲黃旗,1
蒙古,1
都統,1
福建,1
汀州,1
總兵,1
官,1
董大,1
用以,1
老病,1
乞休,1
允,1
甲寅,1
兵部,1
議覆湖,1
廣總督,1
張長,1
庚,1
疏言房,1
縣,1
保康,1
竹山,1
竹溪,1
與,1
興山巴歸,1
一帶,1
楚省,1
邊險,1
地被,1
郝搖旗,1
李來,1
亨,1
逆寇,1
盤踞,1
今寇,1
巢,1
盡,1
搗,1
洗,1
新闢州,1
縣宜,1
設兵,1
以資,1
保障,1
請酌,1
撥,1
荊彝,1
鄖襄,1
四鎮額,1
兵,1
各,1
於,1
緊要,1
地方,1
駐防應,1
如,1
所,1
請,1
從,1
己未,1
諭,1
吏部,1
向來,1
裁缺,1
患病,1
丁憂,1
官有,1
緝賊,1
獲錢,1
糧未,1
完之案,1
止議,1
罰,1
俸令,1
其離任,1
其,1
責成,1
官員,1
管理,1
及前,1
補授,1
別缺,1
照常,1
論,1
俸,1
轉而,1
官反因,1
前人,1
完之事,1
不得,1
轉於理,1
未合,1
今,1
將前,1
補用,1
日,1
不,1
仍,1
授原,1
任責令,1
歸,1
結未,1
作何,1
處分方,1
至於,1
因別,1
案降,1
調者,1
仍應,1
增入,1
案件,1
處分,1
方許,1
離任,1
九卿,1
科道,1
確議,1
具奏,1
以,1
故,1
阿思哈,1
尼哈番,1
齊墨克,1
圖子常,1
保襲,1
職,1
위기,0
