한자단어,빈도
等,7
賊,6
江西,4
復,3
軍,3
調,3
兵,3
礟,3
江南,3
浮梁,2
處,2
渠陳茂生,2
都,2
王輔臣,2
其,2
副,2
之,2
兩,2
每佐領,2
一名,2
請,2
攻城,2
大,2
六月,1
壬子,1
朔,1
總督,1
董,1
衞,1
國,1
疏,1
報,1
縣先,1
已,1
恢,1
因僻,1
山城,1
兵馬,1
難以,1
駐守,1
遂,1
回景德鎮,1
扎營,1
五月,1
十二日,1
率,1
老巢,1
眾五萬有,1
餘,1
屯扎,1
鳳凰山,1
犯,1
饒南,1
總兵,1
官高,1
登科,1
與,1
參領,1
諾木齊,1
三路,1
進剿,1
眾大敗,1
生擒,1
及,1
偽遊擊,1
都司,1
守備,1
王國柱,1
六十,1
餘人,1
追殺,1
十餘里,1
逆,1
奔,1
竄,1
四散,1
下部,1
議敘撫,1
遠大將,1
統大學士,1
圖海疏,1
報臣,1
統兵,1
抵平涼,1
大敗,1
於,1
平涼,1
城下,1
即遣,1
劄,1
授,1
參議,1
道,1
周昌入,1
城招,1
隨遣,1
將謝,1
天恩,1
乞降,1
上命,1
頒赦,1
詔撫慰,1
辛亥,1
上詣,1
太皇太后,1
皇太后,1
宮,1
問安,1
甲寅,1
命內,1
大臣,1
哈岱,1
一等,1
侍衛,1
阿喇尼往,1
兩喀喇沁,1
土默特,1
翁牛特,1
敖漢柰曼,1
四子,1
部落,1
蘇,1
尼特,1
十旗察閱,1
兵馬量,1
兵丁,1
聽遣揚,1
威大將,1
和,1
碩,1
簡親,1
王喇布,1
疏言,1
南安,1
變亂,1
將軍舒恕,1
兵棄,1
城,1
退數,1
十里,1
而,1
省城,1
存兵,1
無,1
幾,1
有事,1
無可調,1
發上,1
命以,1
駐防,1
池州,1
滿兵,1
將軍華善,1
遣,1
才能,1
夸蘭大,1
一人領,1
之江,1
寧,1
蒙古,1
七百名,1
令署,1
統額,1
思赫領,1
俱,1
赴,1
喇布,1
又,1
奏,1
攻取,1
吉安,1
非紅,1
衣,1
不可,1
敕,1
總督選,1
十具,1
速行,1
運至,1
軍前,1
并,1
先發,1
附近,1
以援,1
危急,1
得旨,1
兵援,1
已有,1
前旨,1
今,1
每佐,1
領兵,1
前往,1
此二隊,1
到,1
日,1
聽,1
大將,1
公同,1
商議視,1
地方,1
緩急,1
便宜,1
調遣,1
移,1
文,1
總,1
督,1
阿,1
席,1
熙,1
等速,1
行解發,1
위기,0
