한자단어,빈도
等,6
萬,6
文武,3
皇帝,3
二百,3
及,3
二十三,3
大清,2
聖祖合,2
天弘運,2
睿哲,2
恭儉,2
寬裕,2
孝敬,2
誠信,2
中,2
和,2
功德,2
大,2
成仁,2
實錄,2
卷,2
之,2
大臣,2
大學士,2
忒,2
節婦,2
二人,2
二千,2
四十一,2
九百,2
七百,2
四百,2
二十四,1
康熙,1
四十五年,1
丙戌,1
春,1
正月,1
庚申,1
朔,1
上詣,1
堂子,1
行禮,1
還宮,1
拜神,1
畢率,1
諸王,1
貝勒貝子,1
公內,1
侍衛等詣,1
皇太后,1
宮行,1
禮御殿,1
王,1
以下,1
各官外,1
藩王,1
使臣,1
上表,1
朝賀,1
停止,1
筵宴,1
朝鮮國王,1
李,1
焞,1
遣,1
陪臣,1
鄭載崙,1
表賀,1
冬至,1
元旦,1
萬壽節,1
進歲,1
貢禮物,1
宴賚如例,1
己未,1
賜,1
朝,1
正,1
外藩,1
科爾沁,1
翁牛特,1
柰,1
曼阿霸,1
垓,1
蒿,1
齊,1
扎魯特喀爾,1
喀,1
敖漢,1
巴林,1
鄂爾,1
多斯,1
喀喇沁,1
吳喇,1
厄魯特,1
王貝勒貝子,1
公,1
台吉,1
內,1
侍衛,1
宴,1
旌表,1
八旗,1
滿洲,1
安太妻,1
吳氏,1
人,1
蒙古,1
僧格妻,1
李氏,1
一人漢,1
軍,1
姜國英,1
妻陳氏,1
一人,1
直隸,1
各省,1
王吉徵妻,1
劉氏,1
七十,1
人貞女,1
梁氏,1
五人,1
孝子,1
黃,1
如雲黃金,1
堦,1
順孫,1
楊帝側,1
周士奇,1
各給,1
銀建坊,1
如例,1
是,1
歲,1
人丁,1
戶口,1
二千五百,1
六十,1
田地,1
山,1
蕩,1
畦,1
地,1
五百,1
九十八,1
八千,1
三頃,1
五十二,1
畝有,1
奇徵銀,1
六百六十,1
八兩有,1
奇米,1
豆麥,1
六百,1
九十七,1
一千一百,1
石有,1
奇草,1
八萬,1
一千六百,1
九十三,1
朿,1
茶,1
十五,1
七千四百,1
十二,1
引行,1
鹽,1
三十一,1
九千,1
七十五,1
引徵課,1
銀,1
二百六十,1
九萬,1
二十八,1
兩有,1
奇鑄,1
錢二萬,1
三千八百,1
六萬,1
五千,1
有奇,1
丙寅,1
世祖,1
章,1
忌辰,1
遣官,1
祭孝陵,1
위기,0
