한자단어,빈도
曰,7
為,6
從,4
刑部,3
發掘,3
首者,3
從者,3
上,3
左侍郎,3
吳三畏,2
曾,2
在,2
立决,2
著,2
絞,2
監候,2
無刑,2
張玉書,2
奏,2
皇上,2
吏部,2
右侍郎,2
康熙,1
二十二年,1
癸亥,1
九月,1
己巳,1
朔,1
戊辰,1
上幸,1
南苑,1
行圍,1
題,1
原任,1
漳州,1
總兵,1
官,1
先,1
溫州,1
逆,1
自陳本,1
內,1
隱瞞,1
欺,1
誑,1
應,1
仍,1
照謀,1
叛律,1
得旨,1
投誠後曾經,1
効,1
力,1
寬免,1
死,1
流徙,1
寧,1
古塔,1
等,1
衙門,1
遵旨,1
議覆,1
歷代,1
帝王,1
名臣,1
先賢,1
墳,1
墓令,1
地方官,1
不時,1
查看,1
倘有,1
被,1
者,1
量,1
修葺,1
其發掘,1
開,1
棺見,1
尸為,1
立,1
見,1
棺,1
立絞為,1
未,1
至,1
棺槨,1
絞為,1
充發,1
令,1
之,1
庚午,1
上御,1
乾清宮,1
講官,1
進講易,1
旅卦,1
彖,1
旅小亨,1
一節,1
象,1
山上,1
有火,1
旅一節,1
君子,1
明,1
慎用,1
刑即,1
是,1
刑期,1
之意,1
聖諭,1
誠然,1
比來,1
屢次,1
諭,1
申飭,1
令其慎,1
刑清獄,1
天下,1
民命,1
皆,1
全,1
於,1
好生,1
一念,1
中,1
矣,1
只是,1
使民無訟,1
難耳牛,1
紐奏,1
愛民,1
如此,1
日久,1
自臻刑,1
措之盛,1
堯,1
舜,1
上亦須,1
容化導,1
乃,1
能,1
至於,1
耳轉,1
色赫為,1
調禮部,1
額星格,1
管,1
事,1
위기,0
