한자단어,빈도
等,6
我,6
和,4
駐蹕,3
上,3
遣使,3
曰,3
大臣,3
不,3
阿爾必,3
使,3
噶爾丹,3
三岔口,2
今,2
汗,2
謝圖,2
汗澤卜尊,2
丹巴,2
好,2
以,2
是,2
於,2
特祜,2
索額,2
至,2
其,2
之言,2
復,2
與,2
皇子,2
內,2
來,2
親身,2
又,2
康熙,1
二十九年,1
庚午,1
八月,1
己未,1
朔日,1
食上,1
仍,1
戊午,1
撫遠,1
大將,1
軍,1
碩裕親,1
王福全,1
疏言臣,1
欽,1
遵諭,1
旨,1
羈縻,1
噶爾丹茲,1
仍令前,1
使持,1
書往,1
彼,1
尚書,1
阿喇尼,1
倉猝,1
進兵,1
以至,1
交惡久,1
經奏聞,1
因博碩克圖,1
索土,1
之故,1
聖上,1
特遣,1
來議,1
永定,1
各遣,1
貴顯,1
定議,1
博碩克圖,1
屢,1
未嘗犯,1
我國為,1
辭今,1
乃,1
掠,1
屬界,1
執其部長,1
幾背,1
前言,1
乎,1
以濟,1
隆言定議,1
修好,1
奉書,1
等語,1
但噶爾丹,1
素行,1
狡詐,1
未必,1
克什,1
圖歸來,1
之前,1
進兵臣,1
等當,1
并力,1
禦,1
敵務期,1
不失,1
機會,1
大清,1
聖祖合,1
天弘運,1
文武,1
睿哲,1
恭儉,1
寬裕,1
孝敬,1
誠信,1
中,1
功德,1
大,1
成仁,1
皇帝,1
實錄,1
卷,1
之,1
一百四十,1
七,1
庚申,1
古北口,1
先是,1
上遣,1
赴,1
圖軍前,1
圖,1
疏言,1
歸偕濟隆,1
胡土克圖,1
人拉木扎,1
木巴噶爾丹,1
人,1
尊多,1
伊格,1
蘇爾至,1
營問,1
情由,1
特祜等述,1
所有,1
情事,1
已同,1
滿丕等,1
上奏,1
具疏,1
但,1
以書,1
問王,1
安請,1
遵,1
商南,1
多爾濟,1
所,1
傳明旨,1
以土,1
畀,1
述濟隆,1
達賴,1
喇嘛,1
所以,1
遣,1
我者,1
為,1
聖,1
向,1
急欲定,1
此,1
大事,1
以早,1
命,1
耳,1
此事,1
非王,1
及,1
就,1
或,1
面議,1
不能,1
定,1
也,1
視來,1
人形,1
狀,1
甚覺,1
倉,1
皇有,1
窺,1
探大軍意,1
厄魯特見,1
烏闌滾,1
地方,1
覓,1
山林,1
深塹,1
倚險,1
結營,1
聞,1
祭旗誦,1
經距,1
軍僅,1
四十里,1
報聞,1
위기,0
